,year,month,day,year_col,title,genre_final,gross_adj,budget_adj,female_dist7,male_dist7,gender_majority
0,2000,6,29,1,Anaknya Sazali,COMEDY,333817.29723564425,2302110.3554999996,0.428571429,0.571428571,Male
1,2000,4,6,2,Mimpi Moon,ROMANTIC_COMEDY,851196.9549592357,2302110.3554999996,0.428571429,0.571428571,Male
2,2000,12,27,3,Syukur 21,SCIFI/FANTASY,1534740.2369999997,5371590.829499999,0.28571428600000004,0.7142857140000001,Male
3,2000,8,31,4,Leftenan Adnan,ACTION,1650915.4687201888,3836850.5925,0.14285714300000002,0.857142857,Male
4,2000,9,28,5,Soal Hati,ROMANTIC_COMEDY,2122751.5871315864,1841688.2843999998,0.28571428600000004,0.7142857140000001,Male
5,2000,1,8,6,Pasrah,ROMANCE,4207444.977466691,2302110.3554999996,0.28571428600000004,0.7142857140000001,Male
6,2000,5,25,7,Senario Lagi,ADVENTURE,6711116.298194447,2302110.3554999996,0.28571428600000004,0.7142857140000001,Male
7,2001,9,13,1,Cheritera,ANIMATION,3621.301774992,1416784.732,0.28571428600000004,0.7142857140000001,Male
8,2001,10,25,2,Kaki Bakar,DRAMA,4373.614467684,0.0,0.28571428600000004,0.7142857140000001,Male
9,2001,11,1,3,The Deadly Disciple,ACTION_COMEDY,49323.74530998552,1700141.6784,0.428571429,0.571428571,Male
10,2001,8,2,4,Dari Jemapoh ke Manchestee,COMEDY,51261.5384593312,708392.366,0.28571428600000004,0.7142857140000001,Male
11,2001,9,27,5,Cinta Tiada Restu,MUSICAL,52807.392280416396,1246770.56416,0.571428571,0.428571429,Female
12,2001,7,19,6,No Problem,ROMANTIC_COMEDY,212517.7098,1416784.732,0.28571428600000004,0.7142857140000001,Male
13,2001,6,28,7,Sara,ROMANTIC_COMEDY,249467.45561056,1841820.1516,0.28571428600000004,0.7142857140000001,Male
14,2001,10,18,8,Spinning Gasing,ROMANCE,686361.4200887892,3400283.3568,0.28571428600000004,0.7142857140000001,Male
15,2001,5,24,9,Seri Dewi Malam,THRILLER,866006.7630262993,1770980.915,0.428571429,0.571428571,Male
16,2001,8,30,10,Getaran,ROMANCE,1191005.91710848,1204267.0222,0.428571429,0.571428571,Male
17,2001,3,1,11,Gerak Khas The Movie,THRILLER,6233852.8208,1912659.3882,0.571428571,0.428571429,Female
18,2001,12,14,12,Lagi Lagi Senario,COMEDY,8970245.855935112,2266855.5712,0.28571428600000004,0.7142857140000001,Male
19,2002,12,6,1,Cinta 200 Ela,ROMANCE,271180.86945,198865.97093,0.428571429,0.571428571,Male
20,2002,3,28,2,Mendam Berahi,ACTION,397731.94186,3308406.60729,0.571428571,0.428571429,Female
21,2002,8,1,3,Embun,ROMANCE,1717478.83985,5423617.389,0.428571429,0.571428571,Male
22,2002,3,7,4,Idola,ROMANTIC_COMEDY,1735557.56448,1753636.28911,0.571428571,0.428571429,Female
23,2002,12,20,5,Soalnya Siapa?,ROMANTIC_COMEDY,3977319.4186,1988659.7093,0.428571429,0.571428571,Male
24,2002,8,29,6,Mr. Cinderella,ROMANTIC_COMEDY,4573917.33139,2277919.30338,0.571428571,0.428571429,Female
25,2002,12,6,7,Mami Jarum,COMEDY,4845098.20084,2458706.54968,0.7142857140000001,0.28571428600000004,Female
26,2002,1,24,8,KL Menjerit,ACTION,5188593.96881,1753636.28911,0.28571428600000004,0.7142857140000001,Male
27,2002,2,21,9,Anak Mami The Movie,COMEDY,5315145.04122,2531021.4482,0.7142857140000001,0.28571428600000004,Female
28,2002,5,23,10,Gerak Khas The Movie II,THRILLER,5550168.46141,2711808.6945,0.571428571,0.428571429,Female
29,2003,7,10,1,Paloh,DRAMA,152554.68564,4369602.06726,0.428571429,0.571428571,Male
30,2003,6,26,2,Black Maria,DRAMA,163451.4489,1111469.85252,0.571428571,0.428571429,Female
31,2003,8,28,3,Diari Romeo,COMEDY,348696.42432,1209540.72186,0.428571429,0.571428571,Male
32,2003,2,27,4,Iskandar,ACTION_COMEDY,479457.58344,1133263.37904,0.28571428600000004,0.7142857140000001,Male
33,2003,9,4,5,Aku Kaya The Movie,COMEDY,664702.55886,784566.95472,0.28571428600000004,0.7142857140000001,Male
34,2003,12,25,6,Gila Bola,COMEDY,686496.08538,1416579.2238,0.428571429,0.571428571,Male
35,2003,3,29,7,Laila Isabella,ROMANTIC_COMEDY,1209540.72186,1198643.9586,0.571428571,0.428571429,Female
36,2003,11,25,8,MX3,ACTION_COMEDY,1231334.24838,1198643.9586,0.571428571,0.428571429,Female
37,2003,11,25,9,Mr. Cinderella 2,ROMANCE,1362095.4075,1863346.51746,0.428571429,0.571428571,Male
38,2003,5,29,10,Mami Jarum Junior,COMEDY,1525546.8564,1492856.56662,0.428571429,0.571428571,Male
39,2003,12,4,11,Lang Buana,ACTION_COMEDY,1950520.62354,1917830.33376,0.28571428600000004,0.7142857140000001,Male
40,2003,4,24,12,Mistik,HORROR,2179352.652,1983210.91332,0.571428571,0.428571429,Female
41,2003,7,24,13,Janji Diana,ROMANCE,2386391.15394,1416579.2238,0.571428571,0.428571429,Female
42,2003,1,30,14,Gila-Gila Pengantin,ROMANTIC_COMEDY,2800468.15782,1198643.9586,0.428571429,0.571428571,Male
43,2003,12,18,15,Jutawan Fakir,COMEDY,2909435.79042,1645411.25226,0.28571428600000004,0.7142857140000001,Male
44,2003,9,25,16,Cinta Kolestrol,ROMANTIC_COMEDY,3595931.8758,1961417.3868,0.28571428600000004,0.7142857140000001,Male
45,2004,12,23,1,Ah Lok Kafe,COMEDY,28425.42318,639572.02155,0.571428571,0.428571429,Female
46,2004,9,9,2,Buai Laju-Laju,DRAMA,56850.84636,1563398.2749,0.28571428600000004,0.7142857140000001,Male
47,2004,6,3,3,Bicara Hati,ROMANCE,170552.53908,1705525.3908,0.428571429,0.571428571,Male
48,2004,2,26,4,Bisikan Remaja,ROMANTIC_COMEDY,355317.78975,1733950.81398,0.14285714300000002,0.857142857,Male
49,2004,4,8,5,Di Ambang Misteri,THRILLER,540083.04042,582721.17519,0.428571429,0.571428571,Male
50,2004,8,5,6,Makar,DRAMA,710635.5795,881188.11858,0.571428571,0.428571429,Female
51,2004,12,2,7,SH3,COMEDY,909613.54176,2245608.43122,0.428571429,0.571428571,Male
52,2004,6,24,8,Berlari Ke Langit,ROMANCE,938038.96494,1876077.92988,0.28571428600000004,0.7142857140000001,Male
53,2004,3,25,9,Bintang Hati,ROMANTIC_COMEDY,966464.38812,1435483.87059,0.571428571,0.428571429,Female
54,2004,12,23,10,Tangkai Jering,COMEDY,1137016.9272,2714627.91369,0.428571429,0.571428571,Male
55,2004,8,19,11,Aku No. 1,COMEDY,1293356.75469,1591823.69808,0.333333333,0.666666667,Male
56,2004,1,2,12,Trauma,THRILLER,1321782.17787,1662887.25603,0.6,0.4,Female
57,2004,4,29,13,Gila-Gila Pengantin Remaja,COMEDY,1989779.6226000001,1705525.3908,0.28571428600000004,0.7142857140000001,Male
58,2004,12,16,14,Biar Betul,THRILLER,2046630.46896,1606036.40967,0.28571428600000004,0.7142857140000001,Male
59,2004,11,14,15,Tujuh Perhentian,HORROR,2131906.7385,2714627.91369,0.7142857140000001,0.28571428600000004,Female
60,2004,3,11,16,Buli,ROMANTIC_COMEDY,2274033.8544,2131906.7385,0.28571428600000004,0.7142857140000001,Male
61,2004,11,14,17,I Know What You Did Last Raya,COMEDY,3226285.53093,2401948.25871,0.28571428600000004,0.7142857140000001,Male
62,2004,9,23,18,Cinta Luar Biasa,ROMANTIC_COMEDY,3411050.7816,1705525.3908,0.571428571,0.428571429,Female
63,2004,1,29,19,Kuliah Cinta,ROMANTIC_COMEDY,3979559.2452000002,2131906.7385,0.428571429,0.571428571,Male
64,2004,8,31,20,Puteri Gunung Ledang,ROMANCE,4121686.3611,23593101.2394,0.28571428600000004,0.7142857140000001,Male
65,2004,5,20,21,Pontianak Harum Sundal Malam,DRAMA,4548067.7088,3553177.8975,0.428571429,0.571428571,Male
66,2004,7,22,22,Hingga Hujung Nyawa,ROMANCE,5685084.636,2558288.0862,0.428571429,0.571428571,Male
67,2005,12,31,1,Uyir (The Soul),HORROR,8925.212781,267756.38343,0.28571428600000004,0.7142857140000001,Male
68,2005,1,13,2,Chemman Chaalai,DRAMA,89252.12781,452210.780904,0.14285714300000002,0.857142857,Male
69,2005,5,12,3,Aandal,DRAMA,89252.12781,238005.67416,0.2,0.8,Male
70,2005,6,30,4,Qaisy & Laila,ROMANCE,297507.0927,6842663.1321,0.428571429,0.571428571,Male
71,2005,5,5,5,Kemarau Cinta,ROMANCE,357008.51124,2915569.50846,0.428571429,0.571428571,Male
72,2005,1,27,6,Tak Ori Tapi OK,COMEDY,773518.44102,2826317.38065,0.14285714300000002,0.857142857,Male
73,2005,11,3,7,Salon,ROMANTIC_COMEDY,1338781.9171499999,2975070.927,0.28571428600000004,0.7142857140000001,Male
74,2005,2,24,8,Sepet,ROMANCE,1547036.88204,1636289.00985,0.571428571,0.428571429,Female
75,2005,8,11,9,Gol & Gincu,ROMANTIC_COMEDY,1725541.13766,3927093.62364,0.7142857140000001,0.28571428600000004,Female
76,2005,6,16,10,Pontianak Menjerit,HORROR_COMEDY,2677563.8342999998,3123824.47335,0.428571429,0.571428571,Male
77,2005,3,10,11,Potret Mistik,THRILLER,2826317.38065,4462606.3905,0.28571428600000004,0.7142857140000001,Male
78,2005,12,8,12,Rock,COMEDY,3242827.31043,4462606.3905,0.14285714300000002,0.857142857,Male
79,2005,8,25,13,Gila-Gila Pengantin Popular,COMEDY,3748589.36802,3123824.47335,0.571428571,0.428571429,Female
80,2005,2,9,14,GK3 The Movie,THRILLER,4016345.75145,4165099.2978,0.571428571,0.428571429,Female
81,2005,3,24,15,Sembilu 2005,ROMANCE,4135348.58853,4462606.3905,0.571428571,0.428571429,Female
82,2005,6,2,16,Lady Boss,ROMANTIC_COMEDY,5295626.2500599995,5117121.99444,0.428571429,0.571428571,Male
83,2005,11,3,17,Anak Mami Kembali,COMEDY,5979892.56327,5979892.56327,0.428571429,0.571428571,Male
84,2005,5,19,18,Senario XX,SCIFI/FANTASY,6902164.55064,5414629.0871399995,0.28571428600000004,0.7142857140000001,Male
85,2005,9,8,19,KL Menjerit 1,ACTION,7497178.73604,4908867.02955,0.28571428600000004,0.7142857140000001,Male
86,2005,12,22,20,Baik Punya Cilok,ACTION_COMEDY,7645932.28239,3837841.49583,0.0,1.0,Male
87,2005,11,24,21,Pontianak Harum Sundal Malam II,DRAMA,8181445.04925,8211195.75852,0.571428571,0.428571429,Female
88,2005,1,13,22,Gangster,THRILLER,8568204.26976,5682385.47057,0.571428571,0.428571429,Female
89,2006,9,14,1,S'kali,DRAMA,10827.706925999999,397015.92062,0.428571429,0.571428571,Male
90,2006,12,21,2,Love Conquers All,ROMANCE,36092.35642,108277.06925999999,0.0,1.0,Male
91,2006,10,26,3,Rain Dogs,DRAMA,72184.71284,649662.41556,0.333333333,0.666666667,Male
92,2006,11,16,4,Salah Bapak,COMEDY,144369.42568,2706926.7314999998,0.333333333,0.666666667,Male
93,2006,12,14,5,Misi 1511,ACTION_COMEDY,144369.42568,12740601.816259999,0.25,0.75,Male
94,2006,3,3,6,Ethirkaalam,DRAMA,180461.78209999998,1768525.46458,,,Male
95,2006,11,23,7,The Red Kebaya,DRAMA,397015.92062,5413853.4629999995,0.4,0.6,Male
96,2006,10,24,8,Bilut,DRAMA,1227140.1182799998,9781028.58982,0.28571428600000004,0.7142857140000001,Male
97,2006,11,30,9,Possessed,HORROR,1443694.2567999999,5846961.74004,0.4,0.6,Male
98,2006,3,9,10,Persona Non Grata,ROMANCE,1515878.96964,6099608.234979999,0.428571429,0.571428571,Male
99,2006,4,6,11,Gubra (Anxiety),DRAMA,1876802.53384,3897974.4933599997,0.571428571,0.428571429,Female
100,2006,12,21,12,Tentang Bulan,DRAMA,2165541.3852,5016837.5423799995,0.666666667,0.333333333,Female
101,2006,8,24,13,Gong,THRILLER,2346003.1673,5666499.95794,0.6,0.4,Female
102,2006,6,1,14,Tipah Tertipu The Movie,COMEDY,2454280.2365599996,4331082.7704,0.14285714300000002,0.857142857,Male
103,2006,2,23,15,Main-Main Cinta,ROMANTIC_COMEDY,2490372.5929799997,5413853.4629999995,0.428571429,0.571428571,Male
104,2006,5,4,16,Man Laksa,COMEDY,2851296.1571799996,4583729.265339999,0.28571428600000004,0.7142857140000001,Male
105,2006,10,24,17,Diva Popular,COMEDY,3970159.2062,4583729.265339999,0.7142857140000001,0.28571428600000004,Female
106,2006,5,18,18,Senario Pemburu Emas Yamashita,ACTION_COMEDY,5377761.106579999,3609235.642,0.28571428600000004,0.7142857140000001,Male
107,2006,11,30,19,Cinta,ROMANCE,7940318.4124,3609235.642,0.428571429,0.571428571,Male
108,2006,1,26,20,Buli Balik,COMEDY,8337334.33302,5413853.4629999995,0.28571428600000004,0.7142857140000001,Male
109,2006,1,5,21,Castello,THRILLER,10105859.7976,5630407.60152,0.428571429,0.571428571,Male
110,2006,11,9,22,Nana Tanjung,ROMANTIC_COMEDY,10899891.63884,8301241.9766,0.428571429,0.571428571,Male
111,2006,3,23,23,Bujang Senang,ROMANTIC_COMEDY,11224722.846619999,6496624.155599999,0.7142857140000001,0.28571428600000004,Female
112,2006,8,10,24,Remp-It,DRAMA,14436942.568,7218471.284,0.28571428600000004,0.7142857140000001,Male
113,2006,12,7,25,Cicak Man,ACTION_COMEDY,24181878.8014,6135700.591399999,0.166666667,0.833333333,Male
114,2006,1,12,26,The 3rd Generation,DRAMA,0.0,0.0,0.14285714300000002,0.857142857,Male
115,2007,5,10,1,Before We Fall in Love Again,ROMANCE,7892.485921954001,391279.1633540001,0.5,0.5,Male
116,2007,5,10,2,Things We Do When We Fall In Love,ROMANCE,8076.975061152001,60820.59534000001,,,Male
117,2007,7,5,3,Chalanggai,DRAMA,14842.252616138001,506838.2945000001,0.0,1.0,Male
118,2007,4,5,4,The Bird House,DRAMA,16322.220436078002,101367.65890000001,,,Male
119,2007,8,9,5,Hidden Summer in My Heart,ROMANCE,19184.843123414,223008.84958000004,,,Male
120,2007,12,20,6,Flower in the Pocket,ROMANCE,22300.884958000002,129750.60339200002,0.4,0.6,Male
121,2007,7,12,7,Cinta Yang Satu,ROMANTIC_COMEDY,241255.02818200004,3527594.5297200005,0.6,0.4,Female
122,2007,10,13,8,Budak Lapok,ANIMATION,326403.86165800004,5250844.731020001,,,Male
123,2007,8,9,9,Kayangan,ROMANTIC_COMEDY,521029.76674600004,2351729.68648,0.666666667,0.333333333,Female
124,2007,6,28,10,Diva,MUSICAL,612260.659756,6000965.406880001,0.28571428600000004,0.7142857140000001,Male
125,2007,10,25,11,1957: Hati Malaya,HISTORICAL,640643.6042480001,6082059.534000001,0.666666667,0.333333333,Female
126,2007,7,26,12,Haru Biru,DRAMA,835269.5093360001,1013676.5890000002,,,Male
127,2007,1,25,13,Syaitan,HORROR,1001512.4699320002,2554465.0042800005,0.5,0.5,Male
128,2007,11,15,14,Misteri Orang Minyak,HORROR,1293451.3275640002,3304585.6801400003,0.25,0.75,Male
129,2007,3,22,15,Chermin,HORROR,1540788.4152800003,3791150.4428600003,0.6,0.4,Female
130,2007,2,18,16,Puaka Tebing Biru,HORROR,2088173.7733400003,2595012.06784,0.833333333,0.166666667,Female
131,2007,5,10,17,Sumolah,DRAMA,2420659.6945320005,5980691.875100001,0.14285714300000002,0.857142857,Male
132,2007,11,1,18,09-Sep,ROMANTIC_COMEDY,2432823.8136000005,3041029.7670000005,,,Male
133,2007,2,8,19,Qabil Khushry Qabil Igam,DRAMA,3189026.5489940005,4460176.9916,0.571428571,0.428571429,Female
134,2007,5,31,20,Waris Jari Hantu,HORROR,3533676.589254,3041029.7670000005,0.8,0.2,Female
135,2007,12,13,21,Anak Halal,THRILLER,3537731.2956100004,3649235.7204000005,0.428571429,0.571428571,Male
136,2007,3,8,22,Mukhsin,COMEDY,3979694.2884140005,2027353.1780000003,0.666666667,0.333333333,Female
137,2007,8,23,23,Impak Maksima,ACTION,4178374.8998580007,3101850.3623400005,,,Male
138,2007,11,29,24,Nana Tanjung 2,ROMANCE,4476395.817024001,3041029.7670000005,0.571428571,0.428571429,Female
139,2007,4,19,25,Zombi Kampung Pisang,HORROR_COMEDY,4804827.03186,2493644.4089400005,0.0,1.0,Male
140,2007,4,5,26,Jangan Pandang Belakang,HORROR,11714046.662484001,3487047.4661600003,,,Male
141,2007,9,7,27,Pool,DRAMA,0.0,0.0,,,Male
142,2008,1,10,1,Jarum Halus,DRAMA,44598.091783567004,0.0,0.28571428600000004,0.7142857140000001,Male
143,2008,6,12,2,Pensil,DRAMA,195868.159596,2448351.99495,0.333333333,0.666666667,Male
144,2008,11,13,3,Wayang,DRAMA,560400.567733,0.0,0.333333333,0.666666667,Male
145,2008,12,4,4,Kinta 1881,ACTION,1409162.592649,10119854.912460001,0.0,1.0,Male
146,2008,3,20,5,Akhirat,ROMANCE,1790017.347419,6610550.386365,0.666666667,0.333333333,Female
147,2008,9,25,6,Punggok Rindukan Bulan,DRAMA,2268806.181987,544078.2211,0.4,0.6,Male
148,2008,10,16,7,Tipu Kanan Tipu Kiri,COMEDY,2938022.39394,10174262.73457,0.4,0.6,Male
149,2008,1,10,8,Kala Malam Bulan Mengambang,HORROR_COMEDY,3014193.344894,7617095.0954,0.571428571,0.428571429,Female
150,2008,11,20,9,Selamat Pagi Cinta,ROMANCE,4548493.9283960005,0.0,0.5,0.5,Male
151,2008,6,26,10,Sepi,ROMANCE,4592020.186084,8161173.316500001,0.571428571,0.428571429,Female
152,2008,10,30,11,Budak Kelantan,DRAMA,4635546.443772,3264469.3266000003,0.25,0.75,Male
153,2008,5,29,12,Apa Kata Hati?,ROMANTIC_COMEDY,5397255.953312,7617095.0954,0.571428571,0.428571429,Female
154,2008,5,1,13,Cinta U-Turn,ROMANTIC_COMEDY,6115439.205164,8161173.316500001,0.28571428600000004,0.7142857140000001,Male
155,2008,2,21,14,Anak,DRAMA,6773773.852695,5440782.211,,,Male
156,2008,10,1,15,Kami The Movie,DRAMA,6773773.852695,7617095.0954,0.5,0.5,Male
157,2008,12,4,16,Los dan Faun,ACTION_COMEDY,7067576.092089,10119854.912460001,0.28571428600000004,0.7142857140000001,Male
158,2008,12,25,17,Brainscan: Aku dan Topi Ajaib,ADVENTURE,7170950.954098,0.0,,,Male
159,2008,7,24,18,I'm Not Single,ROMANTIC_COMEDY,7568128.055501,8161173.316500001,0.4,0.6,Male
160,2008,11,27,19,Antoo Fighter,HORROR_COMEDY,10925090.679688001,10778189.559991,0.0,1.0,Male
161,2008,1,24,20,Cuci,COMEDY,11115518.057073,8161173.316500001,0.14285714300000002,0.857142857,Male
162,2008,8,7,21,Susuk,THRILLER,11240656.047926,9793407.9798,0.7142857140000001,0.28571428600000004,Female
163,2008,2,7,22,Dunia Baru The Movie,DRAMA,12492035.956456,4352625.7688,0.571428571,0.428571429,Female
164,2008,12,18,23,Histeria,HORROR,15005677.337938,7617095.0954,0.7142857140000001,0.28571428600000004,Female
165,2008,12,11,24,Cicakman 2: Planet Hitam,ACTION_COMEDY,15506229.301350001,13601955.5275,0.166666667,0.833333333,Male
166,2008,4,17,25,Congkak,HORROR,20685853.966222,9358145.40292,0.666666667,0.333333333,Female
167,2008,4,3,26,Evolusi KL Drift,ACTION,21224491.405111,8868475.00393,0.428571429,0.571428571,Male
168,2008,10,1,27,Senario The Movie: Episode 1,ACTION_COMEDY,23172291.436649002,0.0,0.0,1.0,Male
169,2008,3,6,28,Duyung,ROMANTIC_COMEDY,25457419.965269,9793407.9798,0.428571429,0.571428571,Male
170,2008,9,9,29,Block B,DRAMA,0.0,0.0,,,Male
171,2009,5,23,1,JOMLAH C.I.U.M,DRAMA,17499.25218,116661.6812,0.25,0.75,Male
172,2009,12,17,2,Pulau Asmara,ROMANCE,23332.33624,87496.2609,0.333333333,0.666666667,Male
173,2009,10,22,3,Lembing Awang Pulang Ke Dayang,ROMANCE,58330.8406,1096619.80328,0.5,0.5,Male
174,2009,5,7,4,Sell Out!,COMEDY,93329.34496,1703260.54552,0.5,0.5,Male
175,2009,12,24,5,Muallaf,DRAMA,110828.59714,758300.9278,0.5,0.5,Male
176,2009,3,12,6,Jin Hutan,HORROR,134160.93338,367484.29578,0.4,0.6,Male
177,2009,3,12,7,Sayang You Can Dance,ROMANCE,215824.11022,1084953.63516,0.2,0.8,Male
